train_loss,train_acc,train_f1,train_map,train_subset_acc,test_loss,test_acc,test_f1,test_map,test_subset_acc
0.2879074,0.7251809,0.3748352,0.55457205,0.2745753,0.2591534411517259,0.748523934143726,0.46405231223276283,0.5654050443217019,0.3332359813084112
0.20058942,0.7475864,0.46767774,0.572444,0.3526132,0.2595755542828658,0.7397445963921948,0.4540110115553731,0.5612342526143956,0.3230140186915888
0.19969268,0.7571106,0.47086838,0.57557255,0.35528192,0.2529742727143185,0.7503577284166746,0.4707229465037306,0.565945118178274,0.3443341121495327
0.20671348,0.75357944,0.47329062,0.57242924,0.35860345,0.2295196079344393,0.7538048953653496,0.47171322604484645,0.5617022460726934,0.3443341121495327
0.1994634,0.7552075,0.47490698,0.5753044,0.35714662,0.6010806264233923,0.7438570422546886,0.4728256140565761,0.5628953711173245,0.3446261682242991
0.19931597,0.7546693,0.4720431,0.5702168,0.35847366,0.20426567354909728,0.7585325333002572,0.46961309217682506,0.5622566077057446,0.3446261682242991
0.19937207,0.76094395,0.47050247,0.5746498,0.35817918,0.20602066456296733,0.7436372324406544,0.47216234464093904,0.5578707276939232,0.3446261682242991
0.19534005,0.77993774,0.45543414,0.59013605,0.3369664,0.326531560273371,0.7864684735503152,0.3840608641714136,0.5837083593985745,0.2488317757009346
0.19364372,0.7928409,0.43225715,0.59302413,0.2994987,0.20651280235882116,0.786534959467772,0.3770891475343259,0.5787361858882637,0.23452102803738317
0.19186255,0.7987858,0.42680404,0.5956592,0.29514876,0.20270445671315504,0.7858407177100671,0.46323018465365207,0.5756186433484621,0.3244742990654206
0.19091114,0.8042628,0.430719,0.5978394,0.29712027,0.2210167438209614,0.7692617414710677,0.3201562651720281,0.5755454669488924,0.19976635514018692
0.18967523,0.8105093,0.4297372,0.6023842,0.30185565,0.2010214464895636,0.7925147520047482,0.30919289721228255,0.5865062269094948,0.18837616822429906
