mae,mse,perceptual_l2,perceptual_l1,loss
0.15412394203345745,0.031394721854356565,0.005476454537426212,0.02186841736306327,0.01843558819142247
0.05924882380123788,0.005165343164804171,0.0034991025016598417,0.014472949234572116,0.004332222842616735
0.03800840891768974,0.002918272890997854,0.003138940900228131,0.012908233785483407,0.0030286068931550873
0.028341251981378518,0.0022086832532033523,0.0029064527209562156,0.011954440953363727,0.002557567994676945
0.02287567110871628,0.0018917419914166924,0.0027519427034324623,0.011315144546644586,0.0023218423450783953
0.01930431989084164,0.001710101455314203,0.0026310624853277047,0.010833747061094601,0.00217058197546021
0.016721274129931962,0.001577509870134194,0.0025156810437284424,0.010413553202864419,0.0020465954538030754
0.014881706975343245,0.0014972749763685002,0.0024319472709302425,0.010097954055784187,0.001964611126665891
0.013395394867146656,0.001426616501717358,0.0023497184421223606,0.009809778408002602,0.0018881674716964135
0.012129699873904234,0.0013642324438147004,0.0022730262446862552,0.009541543404394743,0.0018186293421277415
0.011161000769935734,0.0013176430168252388,0.0022083723523444896,0.009321400220014313,0.0017630076842496956
0.010286160217394298,0.0012688291039686084,0.0021408549027299353,0.009097009904382326,0.0017048420048016704
